-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST,,,,,,,
Location: latitude  39.3392   longitude -95.7218 ,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 339.46 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) ,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,PRECTOTCORR,RH2M,T2M,WS10M
2000,1,1,1.08,0.03,92.55,4.28,5.16
2000,1,2,2.24,0.11,81.41,2.73,5.37
2000,1,3,0.61,0.87,84.81,-1.21,6.91
2000,1,4,2.28,0,57.85,-5.66,6.14
2000,1,5,2.84,0.18,69.12,-0.92,6.97
2000,1,6,2.85,0,69.59,-0.03,4.33
2000,1,7,2.95,0,70.08,0.57,4.51
2000,1,8,1.82,0.1,95.57,1.45,4.81
2000,1,9,1.08,0.14,94.56,2.94,3.29
2000,1,10,2.57,0,62.03,1.69,7.44
2000,1,11,2.65,0.01,54.17,-0.74,3.49
2000,1,12,2.06,0,77.46,-0.12,4.71
2000,1,13,2.91,0,65.95,-2.51,3.71
2000,1,14,2.08,0,62.84,1.42,7.4
2000,1,15,2.71,0,75.22,3.06,6.01
2000,1,16,1.87,0,63.55,-0.93,6.21
2000,1,17,0.97,0,81.49,1.6,2.69
2000,1,18,2.68,0,80.04,1.66,1.85
2000,1,19,2.26,0.01,73.51,1.05,9.08
2000,1,20,3.03,0,58.35,-4.88,4.06
2000,1,21,2.88,0.05,64.47,-0.08,4.27
2000,1,22,3.09,0.25,74.87,1.77,3.12
2000,1,23,0.98,0.88,71.21,-4.03,4.56
2000,1,24,1.82,0.02,71.32,-1.7,4.68
2000,1,25,2.44,0,67.41,-5,5.87
2000,1,26,3.16,0,64.26,-7.29,2.63
2000,1,27,1.52,0.85,61.61,-4.63,4.16
2000,1,28,1.63,1.96,80.59,-4.91,3.7
2000,1,29,1.68,0.22,78.16,-5.56,3.41
2000,1,30,1.85,0.1,80.13,-5.53,4.23
2000,1,31,1.86,0.01,84.65,-4.4,4.36
2000,2,1,1.66,0.01,77.77,-4.18,3.16
2000,2,2,3.38,0,81.25,-1.34,6.42
2000,2,3,3.84,0,65.47,2.57,7.51
2000,2,4,2.19,0,65.38,-2.57,6.66
2000,2,5,3.66,0,68.14,-0.87,3.47
2000,2,6,3.71,0,71.79,1.8,4.74
2000,2,7,3.86,0,67.33,1.49,3.97
2000,2,8,3.9,0.01,70.03,2.63,4.92
2000,2,9,2.8,0,84.96,4.49,3.18
2000,2,10,3.36,0.01,80.58,3.17,6.4
2000,2,11,0.84,1.71,69.39,-3.78,6.13
2000,2,12,0.74,0.11,82.72,-1.27,3.51
2000,2,13,1.14,0.17,79.94,-0.09,5.99
2000,2,14,3.81,0,73.05,-0.98,3.72
2000,2,15,4.25,0.05,68.85,4.87,7.48
2000,2,16,3.8,0.34,65.65,-0.76,4.39
2000,2,17,0.86,8.56,83.53,0.76,5.81
2000,2,18,1.13,3.49,86.31,-1.64,7.26
2000,2,19,3.26,0.06,76.39,-1.47,4.36
2000,2,20,4.64,0,62.46,3.07,3.67
2000,2,21,4.09,0,79.39,9.62,7.1
2000,2,22,1.94,4.7,87.82,14.43,7.16
2000,2,23,1.58,14.97,83.07,12.9,7.17
2000,2,24,4.32,3.26,76.49,13.53,6.24
2000,2,25,3.48,11.36,70.61,14.46,10.76
2000,2,26,1.96,0,67.61,5.58,6.28
2000,2,27,4.87,0,55.72,6,4.08
2000,2,28,4.47,0.01,56.51,10.97,9.12
2000,2,29,2.63,1.78,70.54,11.21,8.02
2000,3,1,4.67,0,56.28,6.7,4.39
2000,3,2,1.42,9.35,67.5,3.71,4.35
2000,3,3,2.85,1.26,73.26,3.12,3.56
2000,3,4,4.73,0,77.52,6.71,3.85
2000,3,5,5.01,0,69.46,9.74,5.68
2000,3,6,4.92,0.04,76.09,14.39,6.88
2000,3,7,3.66,0.91,79.65,17.96,7.51
2000,3,8,3.53,0.14,55.87,13.51,11.83
2000,3,9,4.83,0,55.93,1.65,6.76
2000,3,10,4.22,0.01,62.35,0.68,4.35
2000,3,11,5.35,0,49.45,2.02,4.28
2000,3,12,2.94,0.14,66.28,3.41,4.98
2000,3,13,5.39,0,67.52,4.32,3.03
2000,3,14,2.95,5.19,83.04,7.47,2.5
2000,3,15,1.22,4.09,83.49,8.29,7.28
2000,3,16,4.27,1.36,51.23,0.3,6.58
2000,3,17,3.49,0.6,57.39,2.55,5.43
2000,3,18,0.99,5.23,87.74,5.01,4.41
2000,3,19,1.7,3.79,84.24,2.16,5.42
2000,3,20,2.31,0.05,81.03,3.66,2.69
2000,3,21,3.78,0.44,82.05,8.04,4.25
2000,3,22,2.96,1.86,76.78,11.06,3.44
2000,3,23,1.79,17.82,81.09,13.28,6.13
2000,3,24,5.34,0.82,73.56,13.39,5.17
2000,3,25,5.75,0.22,57.64,11.29,2.58
2000,3,26,4.52,0.62,58.51,12.8,6.11
2000,3,27,6.47,0,48.6,10.63,7.16
2000,3,28,6.27,0,55.18,4.81,5.01
2000,3,29,3.8,0.37,64.11,7.31,3.23
2000,3,30,5.68,0.29,59.29,10.33,3.2
2000,3,31,4.11,2.28,60.68,10.1,3.16
2000,4,1,1.59,2.57,80.12,7.74,2.89
2000,4,2,6.1,0.19,66.66,9.98,4.3
2000,4,3,5.67,0.09,55.17,6.72,8.02
2000,4,4,6.52,0,51.67,5.95,4.17
2000,4,5,6.52,0,55.51,15.41,7.04
2000,4,6,5.13,0.1,49.28,11.73,3.64
2000,4,7,4.68,0.11,58.63,7.68,8.91
2000,4,8,6.79,0,48.68,5.3,4.89
2000,4,9,6.79,0,53.73,11.27,5.45
2000,4,10,3.56,0.04,73.93,11.57,5.23
2000,4,11,3.91,0,64.04,7.53,5.55
2000,4,12,6.87,0,52.21,7.76,5.13
2000,4,13,6.78,0.01,66.5,12.8,6.44
2000,4,14,6.72,0.17,71.09,16.27,7.7
2000,4,15,2.19,0.85,80.24,15.1,3.1
2000,4,16,1.6,7.08,76.44,7.18,6.86
2000,4,17,5.3,0.01,67.45,7.79,3.19
2000,4,18,6.76,0.37,71.36,17.18,6.65
2000,4,19,7.15,1.9,59,20.64,6.02
2000,4,20,1.91,3.8,62.1,9.24,9.81
2000,4,21,7.59,0,45.7,11.68,4.01
2000,4,22,5.92,0.29,50.95,16.58,5.65
2000,4,23,3.5,5.18,77.33,14.05,5.1
2000,4,24,6.59,0.14,71.18,13.48,3.93
2000,4,25,3.53,1.82,69.17,13.67,2.45
2000,4,26,5.78,2.81,61.51,15.11,3.42
2000,4,27,4.94,0.34,62.32,14.48,7.99
2000,4,28,6.81,0.01,64.48,15.37,3.66
2000,4,29,7.71,0,54.51,16.03,3.71
2000,4,30,4.14,6.29,72.16,17.4,5.65
2000,5,1,1.79,4.36,82.43,16.75,3.67
2000,5,2,5.48,0.23,72.24,18.15,3.27
2000,5,3,4.79,0.01,72.65,18.87,2.4
2000,5,4,6.93,0,64.5,20.36,3.97
2000,5,5,6.09,0,68.62,20.56,4.56
2000,5,6,3.71,0.03,79,20.99,4.29
2000,5,7,3.5,0.23,77.59,23.91,5.26
2000,5,8,2.8,1.16,74.82,20.22,5.29
2000,5,9,6.26,4.28,54.28,16.11,5.28
2000,5,10,6.32,0,54.91,18.11,6.8
2000,5,11,7.35,7.94,64.19,25.67,8.54
2000,5,12,5.22,7.36,53.07,18.44,7.43
2000,5,13,8.12,0,39.9,12.07,5.75
2000,5,14,4.75,0.02,45.6,13.91,3.5
2000,5,15,4.4,0.02,60.17,14.92,6.58
2000,5,16,4.04,0.02,79.16,18.74,5.23
2000,5,17,2.19,0.12,80.4,21.75,8.15
2000,5,18,5.83,0.04,63.07,19.13,7.76
2000,5,19,3.2,0.08,58.15,14.95,3.35
2000,5,20,8.02,0.01,54.59,17,2.51
2000,5,21,7.35,1.73,54.89,20.67,3.88
2000,5,22,5.55,0,47.04,24.32,5.15
2000,5,23,5.62,0.01,47.59,26.54,2.78
2000,5,24,5.87,0.9,46.03,25.16,4.49
2000,5,25,7.45,0.25,40.37,22.35,4.17
2000,5,26,4.17,36.26,77.4,21.98,6.72
2000,5,27,3.99,0.06,67.18,19.73,5.13
2000,5,28,8.62,0,57.08,21.4,3.93
2000,5,29,8.11,0,60.95,25.38,5.84
2000,5,30,7.82,0,64.8,27.31,8.5
2000,5,31,7.34,0.67,63.1,28.17,7.15
2000,6,1,6.51,15.64,66.14,25.95,6.37
2000,6,2,6.92,0.42,48.02,19.15,4
2000,6,3,8.07,0.03,52.1,20.81,3.41
2000,6,4,6.11,0.19,62.38,22.63,6.36
2000,6,5,8.04,0,57.32,16.45,5.78
2000,6,6,8.15,0,54.36,18.73,4.3
2000,6,7,8.27,0,53.42,22.74,7.49
2000,6,8,8.05,0,48.05,24.21,7.19
2000,6,9,7.4,0.07,61.23,25.14,9.45
2000,6,10,4.7,1.07,76.21,24.78,7.75
2000,6,11,2.84,5.96,80.29,24.4,2.86
2000,6,12,6.59,2.51,75.97,25.89,4.68
2000,6,13,3.71,8.26,75.38,25.82,8.21
2000,6,14,6.51,18.77,64.36,21.23,5.36
2000,6,15,8.09,0,50.92,23.93,6.59
2000,6,16,6.05,2.49,55.98,20.14,4.42
2000,6,17,3.5,0.21,62.59,17.34,3.34
2000,6,18,6.58,0,55.93,19.14,2.96
2000,6,19,3.96,36.93,78.73,22.18,7.42
2000,6,20,4.21,9.77,76.73,24.49,5.92
2000,6,21,7.45,0,57.65,21.58,4.65
2000,6,22,8.31,0.75,74.45,24.98,4.38
2000,6,23,7.17,31.8,79.79,26.94,5.63
2000,6,24,6.45,11.21,80.54,25.29,3.65
2000,6,25,6.76,12.08,83.66,25.3,3.82
2000,6,26,7.87,3.58,73.44,20.45,5.23
2000,6,27,2.92,1.02,67.53,20.67,2.63
2000,6,28,5.31,0.14,70.67,20.72,2.45
2000,6,29,8.05,0,60.01,20.81,2.67
2000,6,30,5.68,4.92,75.56,21.89,1.79
2000,7,1,5.54,0.86,75.11,25.38,2.67
2000,7,2,6.97,7.99,77.7,26.72,6.07
2000,7,3,6.79,13.9,81.65,26.8,3.57
2000,7,4,5.36,16,80.07,27.24,5.59
2000,7,5,7.43,0.57,74.47,27.77,4.24
2000,7,6,7.83,0.06,70.83,27.92,2.75
2000,7,7,7.89,0,67.66,28.37,4.08
2000,7,8,7.9,0,65.18,28.63,5.62
2000,7,9,8.07,0.01,61.03,29.82,7.08
2000,7,10,7.48,0.19,58.65,30.49,4.82
2000,7,11,4.24,2.49,68.2,29.38,1.17
2000,7,12,7.93,0.4,59.54,27.25,4
2000,7,13,7.98,0,48.78,27.44,1.76
2000,7,14,8.06,0.24,48.21,29.53,2.12
2000,7,15,7.74,0.89,48.73,29.65,2.78
2000,7,16,5.78,6.73,58.5,29.9,2.33
2000,7,17,5.16,21.98,77.58,26.15,2.73
2000,7,18,3.83,1.03,73.93,25.26,4.26
2000,7,19,2.85,3.56,73.17,23.12,2.57
2000,7,20,5.48,0.82,74.31,23.23,2.41
2000,7,21,6.89,0.05,60.24,22.21,2.72
2000,7,22,6.72,0.18,58.77,20.94,3.17
2000,7,23,7.34,0.07,57.44,21.94,2.39
2000,7,24,6.91,1.98,58.23,23.69,4.62
2000,7,25,7.13,0.9,59.61,25.25,4.91
2000,7,26,6.92,5.48,61.68,26.85,4.49
2000,7,27,6.27,3.86,66.47,26.87,3.87
2000,7,28,2.15,9.38,84.35,23.18,2.31
2000,7,29,5.81,0.27,73.75,22.47,4.61
2000,7,30,6.25,0.38,69.28,23.11,4.28
2000,7,31,7.01,0.03,63.07,24.42,2.67
2000,8,1,6.83,0,57.87,25.85,3.15
2000,8,2,3.94,0.06,55.83,27.32,2.77
2000,8,3,6.56,0.45,57.99,27.49,3.36
2000,8,4,5.29,0.05,60.41,28.87,4.42
2000,8,5,4.93,1.36,54.15,30.2,6.24
2000,8,6,5.01,1.16,57.06,28.89,2.12
2000,8,7,4.46,4.18,62.2,28.51,4.82
2000,8,8,7.35,0.05,52.09,31.52,6.17
2000,8,9,6.89,0.25,54.09,30.78,3.34
2000,8,10,7.09,0.02,48.89,29.65,4.37
2000,8,11,6.86,0.01,45.23,29,4.68
2000,8,12,7.11,0.05,47.15,29.48,5.06
2000,8,13,6.03,3.52,47.83,30.48,4.64
2000,8,14,3.46,0.17,40.64,29.62,6.02
2000,8,15,6.37,0.22,45.25,30.79,3.82
2000,8,16,6.72,0.03,47.07,31.31,4.99
2000,8,17,3.37,0.19,56.92,26.45,5.18
2000,8,18,5.79,0.06,57.87,21.93,3.7
2000,8,19,2.39,20.07,67.14,21.29,5.28
2000,8,20,6.62,1.34,58.85,26.02,4.55
2000,8,21,4.3,0.18,46.52,28.5,4.35
2000,8,22,5.32,0.19,44.68,29.79,4.61
2000,8,23,6.42,0.59,44.95,30.38,4.43
2000,8,24,6.44,0.48,58.92,27.92,3.03
2000,8,25,5.96,1.41,60.1,28.94,2.03
2000,8,26,5.46,0.06,46.52,29.59,3.8
2000,8,27,6.15,0.01,51.42,30.93,2.23
2000,8,28,6.68,0,34.47,32.91,5.17
2000,8,29,6.05,0.05,43.92,29.57,4.22
2000,8,30,6.42,0.02,29.74,32.15,5.24
2000,8,31,5.3,0.02,29.4,34.02,5.07
2000,9,1,5.76,0.03,46.19,30.16,2.47
2000,9,2,5.85,0.02,27.18,33.8,4.03
2000,9,3,4.4,0.67,33.29,31.7,4.41
2000,9,4,5.65,1.65,50.26,26.84,6.3
2000,9,5,5.51,0,45.86,22.62,6.09
2000,9,6,6.27,0.04,35.41,24.02,5.78
2000,9,7,5.8,0,43.42,26.3,4.24
2000,9,8,5.73,0,45.46,27.55,3.99
2000,9,9,5.85,0.05,47.75,27.94,7.58
2000,9,10,5.11,0.19,45.16,30.52,6.6
2000,9,11,5.76,1.51,35.84,30.56,7.87
2000,9,12,5.85,0.03,28.81,22.16,4.84
2000,9,13,5.67,0.04,32.84,26.31,5.12
2000,9,14,5.77,0,35.9,24.11,7.27
2000,9,15,5.66,0,31.36,18.58,3.47
2000,9,16,5.7,0.01,28.86,20.74,3.37
2000,9,17,5.61,0.01,25.53,24.86,4.37
2000,9,18,5.38,0.03,19.78,26.68,7.63
2000,9,19,1.88,0.83,35.77,23.59,6.7
2000,9,20,3.17,8.4,59.09,15.77,5.94
2000,9,21,4.94,0,42.25,15.27,4.61
2000,9,22,3.26,18.12,67.28,21.17,7.67
2000,9,23,0.52,12.45,77.07,13.42,5.77
2000,9,24,0.4,15.28,84.28,8.76,7.27
2000,9,25,5.18,0.47,58.01,10.44,3.85
2000,9,26,5.15,0.02,47.11,13.95,4.33
2000,9,27,5.02,0.02,48.85,16.99,2.78
2000,9,28,5.05,0,49,18.29,2.98
2000,9,29,4.96,0,48.23,19.61,7.06
2000,9,30,3.51,0.05,44.24,20.82,7.95
2000,10,1,4.6,0,42.27,21.66,6.45
2000,10,2,4.73,0,53.86,20.35,3.28
2000,10,3,4.26,0.95,65.38,21.43,4.61
2000,10,4,2.61,4.32,75.6,14.67,6.42
2000,10,5,0.94,21.87,80.18,11.63,5.59
2000,10,6,4.16,0.05,45.24,4.37,5.42
2000,10,7,3.66,0,52.42,2.67,4.92
2000,10,8,4.86,0,51.78,3.57,2.43
2000,10,9,4.73,0,46.52,5.11,3.4
2000,10,10,4.62,0,43.78,7.63,4.98
2000,10,11,4.46,0,50.59,12.37,6.66
2000,10,12,4.18,0.29,56.44,17.5,8.12
2000,10,13,3.2,6.14,65.07,19.34,8.03
2000,10,14,1.99,10.57,85.33,17.65,3.23
2000,10,15,3.38,0.43,73.95,15.6,3.27
2000,10,16,4.2,0.86,73.37,13.38,3.26
2000,10,17,4.3,0.01,63.19,14.56,3.23
2000,10,18,4.42,0.01,52.43,16.98,3.07
2000,10,19,4.36,0,57.87,17.88,5.35
2000,10,20,3.71,0.23,62.55,18.05,4.85
2000,10,21,1.82,0.09,78.63,16.85,4.78
2000,10,22,0.9,11.45,88.97,16.97,5.39
2000,10,23,2.69,4.17,85.62,19.32,2.73
2000,10,24,1.42,4.13,89.88,18.32,3.85
2000,10,25,1.03,4.4,89.02,17.05,5.68
2000,10,26,2.67,0.36,81.26,17.36,4.32
2000,10,27,2.12,0.16,77.05,15.75,2.51
2000,10,28,1.51,2.57,82.71,14.54,5.96
2000,10,29,2.09,4.68,78.94,16.91,8.33
2000,10,30,4.22,0,75.54,15.57,3.35
2000,10,31,2.58,8.33,89.05,18.66,5.76
2000,11,1,1.19,10.08,80.96,17.04,7.79
2000,11,2,4.14,0,60.05,10.49,3.49
2000,11,3,2.54,0.33,56.28,8.43,2.69
2000,11,4,3.62,0.17,59.23,9.41,2.7
2000,11,5,1.11,15.9,91.47,11.84,7.44
2000,11,6,0.7,16.62,87.13,7.29,6.67
2000,11,7,3.35,0.02,70.41,0.96,5.11
2000,11,8,1.14,0.43,74.33,-2.01,3.13
2000,11,9,3.22,0.06,75.09,-2.54,5.57
2000,11,10,2.13,0,79.41,-2.7,2.83
2000,11,11,0.68,2.22,90.45,-1.39,4.17
2000,11,12,3.46,0.29,80.67,-0.29,5.17
2000,11,13,3.14,0.01,77.17,-3.03,6.65
2000,11,14,3.53,0,72.89,-1.7,4.58
2000,11,15,2.68,0,65.75,3.06,7.21
2000,11,16,1.76,0.05,65.9,-2.28,7.6
2000,11,17,3.51,0,67.32,-3.02,3.71
2000,11,18,3.46,0.01,71.62,-1.17,4.9
2000,11,19,2.87,0.02,68.82,0.07,7.03
2000,11,20,3.43,0.01,59.3,-3.9,6.91
2000,11,21,3.29,0,70.56,-0.88,3.67
2000,11,22,2.17,0.04,77.61,-1,2.17
2000,11,23,2.91,0.01,78.56,1.21,2.51
2000,11,24,2.53,0.02,78.9,0.83,3.34
2000,11,25,1.28,0.01,82.76,1.21,3.89
2000,11,26,2.88,0,82.16,-0.17,4.2
2000,11,27,2.2,0,83.6,0.87,3.5
2000,11,28,2.64,0,69.84,4.09,5.05
2000,11,29,2.77,0,70.03,0.11,6.02
2000,11,30,1.02,0.06,77.22,0.13,4.39
2000,12,1,0.62,0.16,86.52,-0.65,6.81
2000,12,2,1.32,0.03,80.74,-1.59,3.38
2000,12,3,2.87,0,70.54,-1.81,5.09
2000,12,4,2.83,0.01,77.3,0.68,5.09
2000,12,5,1.59,0.26,61.14,-3.83,3.62
2000,12,6,2.71,0.07,71.09,-1.6,4.08
2000,12,7,2.95,0,74.34,2.67,6.05
2000,12,8,2.84,0,76.92,-1.2,3.95
2000,12,9,1.51,0.1,84.44,0.15,4.96
2000,12,10,0.69,0.86,70.01,-3.77,6.83
2000,12,11,2.36,1.13,67.89,-12.05,9.3
2000,12,12,2.52,0.48,68.48,-12.46,3.36
2000,12,13,1.45,6.88,87.66,-7.07,3.56
2000,12,14,2.01,0.07,88.6,-6.94,3.22
2000,12,15,1.29,0.34,95.05,-3.04,4.61
2000,12,16,2.87,0.14,74,-8.48,10.7
2000,12,17,2.79,0.02,67.59,-11.47,5.19
2000,12,18,2.2,0.42,76.71,-10,9.26
2000,12,19,2.88,0,76.7,-12.95,5.25
2000,12,20,1.02,1.28,84.37,-7.06,5.68
2000,12,21,2.7,0.01,79.23,-14.49,6.02
2000,12,22,2.21,0.01,82.06,-12.7,4.11
2000,12,23,2.81,0.02,86.84,-8.62,5.46
2000,12,24,2.44,0.01,75.68,-14.12,4.06
2000,12,25,2.17,0.94,79.12,-11.07,3.26
2000,12,26,2.86,0.84,89.72,-7.76,2.97
2000,12,27,2.77,0.03,91.95,-7.93,2.07
2000,12,28,2.16,0.24,85.75,-5.41,6
2000,12,29,2.72,0.1,78,-9.47,8.2
2000,12,30,2.55,0.01,85.44,-9.76,4.32
2000,12,31,2.65,0.02,81.02,-11.76,4.15
2001,1,1,2.81,0.03,88.14,-12.95,3.4
2001,1,2,2.51,0.01,89.19,-9.44,3.61
2001,1,3,2.77,0,89.66,-3.42,4.82
2001,1,4,2.66,0.01,90.01,0.19,4.63
2001,1,5,2.77,0.01,69.38,1.87,5.08
2001,1,6,2.84,0.07,86.04,1.86,4.32
2001,1,7,2.64,0.07,90.69,0.37,4.79
2001,1,8,2.87,0.13,73.24,-0.54,3.21
2001,1,9,2.94,0,78.81,-0.92,4.27
2001,1,10,2.28,1.35,86.78,1.85,6.58
2001,1,11,1.09,0.34,91.57,1.93,4.58
2001,1,12,2.25,0.13,88.87,1.68,3.31
2001,1,13,0.95,6.68,94.5,1.25,6.27
2001,1,14,1.23,0.16,86.03,-0.12,6.01
2001,1,15,2.76,0,81.31,-2.36,4.93
2001,1,16,0.94,0.02,83.28,-3.17,3.31
2001,1,17,2.76,0,77.1,-2.38,2.66
2001,1,18,2.46,0.01,81.64,-2.11,4.5
2001,1,19,3.01,0.01,72.12,-9.51,6.7
2001,1,20,3.23,0,75.75,-8.79,3.47
2001,1,21,3.25,0.02,77.87,-3.69,3.38
2001,1,22,3.25,0,82.35,-1.12,3.63
2001,1,23,3.05,0.33,79.97,0.62,3.3
2001,1,24,3.41,0.04,70.55,-2.14,4.57
2001,1,25,2.85,2.72,74.06,-5.75,4.53
2001,1,26,0.81,0.91,80.39,-1.16,8.66
2001,1,27,2.99,0.1,78.1,-5.41,2.18
2001,1,28,0.48,13.39,92.97,-1.87,3.24
2001,1,29,0.65,9.22,96.19,-1.42,4.4
2001,1,30,0.94,0.32,93.05,-1.28,6.69
2001,1,31,2.21,0.04,86.98,-2.31,5.57
2001,2,1,2.91,0.02,88.87,-9.09,5.33
2001,2,2,2.52,0.06,86.53,-12.38,4.17
2001,2,3,1.86,0.26,94.81,-1.61,4.25
2001,2,4,1.75,0.13,86.8,-1.15,6.3
2001,2,5,3.5,0.21,82.98,0.78,5.1
2001,2,6,3.83,0.29,79.91,0.31,4.7
2001,2,7,1.71,1.41,90.93,2.33,5.1
2001,2,8,0.31,20.32,88.11,0.34,5.64
2001,2,9,1.82,16.2,94.4,-11.82,8.51
2001,2,10,3.37,0,95.68,-16.19,3.26
2001,2,11,2.39,0.18,93.11,-6.86,5.6
2001,2,12,1.47,0.17,95.66,-1.97,2.3
2001,2,13,1.27,0.49,98.05,1.71,2.32
2001,2,14,0.58,1.1,87.61,-4.48,6.17
2001,2,15,1.68,0,79.04,-6.33,2.48
2001,2,16,3.5,0.01,82.03,-9.19,7.2
2001,2,17,3.89,0,75.36,-10.67,2.21
2001,2,18,3.52,0.01,80.52,-4.14,5.54
2001,2,19,4.15,0.09,88.25,1.29,4.03
2001,2,20,3.47,0.42,79.79,-1.24,5.88
2001,2,21,1.36,1.09,63.78,-6.08,5.63
2001,2,22,3.95,0.07,80.11,-1.93,2.45
2001,2,23,0.68,17.71,91.61,-0.09,6.39
2001,2,24,1.04,22.17,97.44,4.21,6.15
2001,2,25,4.68,0,69.86,-0.65,6.18
2001,2,26,2.32,0.92,81.65,1.48,3.99
2001,2,27,0.55,9,83.31,-5.25,8.34
2001,2,28,1.59,0.02,73.75,-6.97,2.71
2001,3,1,0.94,0.14,86.32,-1.61,3.3
2001,3,2,2.53,0.03,86.35,-0.07,2.73
2001,3,3,2.8,0.01,81.66,0.76,3.1
2001,3,4,4.09,0,77.55,0.15,4.68
2001,3,5,4.58,0,78.14,-1.21,3.49
2001,3,6,3.61,0,68.99,-0.86,1.65
2001,3,7,1.74,0,74.76,1.26,2.79
2001,3,8,5.29,0,71.55,0.65,4.44
2001,3,9,5.36,0.01,75.73,0.35,3.23
2001,3,10,2.69,3.96,85.23,5.1,6.12
2001,3,11,1.23,13.56,90.23,3.19,6
2001,3,12,4.77,0.16,77.69,3.19,6.33
2001,3,13,5.71,0,62.77,6.53,6.42
2001,3,14,3.1,8.99,81.06,8.14,4.01
2001,3,15,0.61,18.95,91.88,3.15,10.84
2001,3,16,4.33,0.69,76.43,1.33,6.43
2001,3,17,5.92,0,71.53,1.59,2.59
2001,3,18,4.5,0.07,71.19,2.26,2.52
2001,3,19,4.33,0.01,69.08,4.84,1.14
2001,3,20,5.97,0,66.85,6.03,2.59
2001,3,21,2.6,0.66,75.75,7,3.6
2001,3,22,5.55,1.31,80.33,9.95,3.81
2001,3,23,3.14,1,83.93,6.37,4.37
2001,3,24,6.36,0.04,58.81,-1.32,6.31
2001,3,25,5.64,0.04,62.15,-1.68,4.84
2001,3,26,6.75,0,60.22,-1.47,2.27
2001,3,27,5.88,0.08,64.04,1.83,3.13
2001,3,28,1.8,3.21,88.39,3.1,4.61
2001,3,29,4.93,0.79,82.69,7.15,2.86
2001,3,30,4.05,1.55,79.15,8.36,2.58
2001,3,31,5.93,2.74,65.77,6.68,6.59
2001,4,1,2.7,0.12,66.07,6.77,4.56
2001,4,2,3.74,2.16,89.03,9.63,3.91
2001,4,3,1.24,8.82,89.34,10.8,7.58
2001,4,4,1.93,1.06,88.78,12.72,5.56
2001,4,5,2.31,0.44,91.33,18.26,4.35
2001,4,6,1.92,0.29,88.43,20.04,7.7
2001,4,7,7.1,0,57.73,17.59,8.66
2001,4,8,6.27,0.25,75.31,18.28,7.67
2001,4,9,6.07,0.49,74.78,17.59,5.61
2001,4,10,1.33,17.83,92.02,16.31,6.69
2001,4,11,5.6,9.17,63.94,17.11,12.49
2001,4,12,7.08,0.02,62.49,10.75,6.69
2001,4,13,6.56,0.63,67.1,12.35,4.46
2001,4,14,4.26,13.25,72.47,13.02,5.29
2001,4,15,7.31,1.42,66.53,10.44,5.94
2001,4,16,4.93,0.19,56.33,4.38,7.16
2001,4,17,7.15,0,64.51,4.51,3.91
2001,4,18,7.08,0.02,63.42,8.98,5.12
2001,4,19,4.77,0.06,79.24,14.7,8.5
2001,4,20,3.9,12.58,83.38,19.44,6.87
2001,4,21,6.14,7.98,77.13,19.59,4.74
2001,4,22,2.4,5.18,84.77,19.74,10.94
2001,4,23,5.98,0,58.4,8.98,8.69
2001,4,24,6.9,0.01,59.39,12.48,3.8
2001,4,25,7.71,0,65.27,15.73,2.81
2001,4,26,7.61,0.01,64.41,18.43,4.31
2001,4,27,7.55,0.06,64.28,20.03,5.25
2001,4,28,7.33,0,67.71,19.02,5.52
2001,4,29,7.37,0,67.78,19.5,7.13
2001,4,30,2.99,1.83,72.67,19.22,8.72
2001,5,1,7.49,0.2,74.35,21.46,8.07
2001,5,2,2.22,4.36,82.72,20.66,6.36
2001,5,3,2.63,22.88,91.91,18.3,3.08
2001,5,4,3.97,8.16,87.65,18.06,3.61
2001,5,5,4.43,7.96,82.02,19.18,6.93
2001,5,6,4.73,4.23,76.84,18.25,6.98
2001,5,7,7.47,0.1,60.11,15.02,3.94
2001,5,8,7.2,0.72,62.57,17.09,5.71
2001,5,9,7.85,5.07,71.32,20.13,6.89
2001,5,10,7.26,5.97,77.34,22.1,7.31
2001,5,11,6.84,1.13,71.61,18.08,4.95
2001,5,12,7.9,0,66.78,16.92,3.03
2001,5,13,7.54,0.21,71.56,21.09,6.86
2001,5,14,7.89,0.05,72.05,23.16,7.33
2001,5,15,7.59,0.16,70.06,24.58,7.41
2001,5,16,7.8,0.27,75.91,24.95,4.19
2001,5,17,4.46,3.93,86.72,23.03,3.94
2001,5,18,4.4,0.09,66.56,21.56,3.1
2001,5,19,6.99,0.43,63.02,22.35,2.21
